date,hour,ridership
2021-02-27,8,50965
2021-02-27,9,51172
2021-02-27,10,53274
2021-02-27,11,56814
2021-02-27,12,63798
2021-02-27,13,74144
2021-02-27,14,84533
2021-02-27,15,87242
2021-02-27,16,85957
2021-02-27,17,82160
2021-02-27,18,74350
2021-02-27,19,60137
2021-02-27,20,43453
2021-02-27,21,32806
2021-02-27,22,30952
2021-02-27,23,27566
2021-02-28,0,11862
2021-02-28,1,3065
2021-02-28,2,28
2021-02-28,3,354
2021-02-28,4,3373
2021-02-28,5,11651
2021-02-28,6,22546
2021-02-28,7,31227
2021-02-28,8,36004
2021-02-28,9,40194
2021-02-28,10,46675
2021-02-28,11,49962
2021-02-28,12,56620
2021-02-28,13,62297
2021-02-28,14,66735
2021-02-28,15,66146
2021-02-28,16,62097
2021-02-28,17,55855
2021-02-28,18,50508
2021-02-28,19,40048
2021-02-28,20,30218
2021-02-28,21,25668
2021-02-28,22,23292
2021-02-28,23,16466
2021-03-01,0,7359
2021-03-01,1,1454
2021-03-01,2,39
2021-03-01,3,656
2021-03-01,4,9559
2021-03-01,5,50967
2021-03-01,6,98803
2021-03-01,7,140827
2021-03-01,8,143059
2021-03-01,9,93114
2021-03-01,10,72898
2021-03-01,11,68340
2021-03-01,12,73495
2021-03-01,13,85724
2021-03-01,14,109002
2021-03-01,15,135497
2021-03-01,16,147991
2021-03-01,17,154045
2021-03-01,18,113393
2021-03-01,19,72255
2021-03-01,20,47140
2021-03-01,21,33319
2021-03-01,22,28042
2021-03-01,23,20440
2021-03-02,0,7242
2021-03-02,1,1469
2021-03-02,2,21
2021-03-02,3,733
2021-03-02,4,9933
2021-03-02,5,52289
2021-03-02,6,104126
2021-03-02,7,147040
2021-03-02,8,146980
2021-03-02,9,95446
2021-03-02,10,73814
2021-03-02,11,69107
2021-03-02,12,75165
2021-03-02,13,87988
2021-03-02,14,112329
2021-03-02,15,139215
2021-03-02,16,153457
2021-03-02,17,158031
2021-03-02,18,117429
2021-03-02,19,74587
2021-03-02,20,48675
2021-03-02,21,35000
2021-03-02,22,29764
2021-03-02,23,21901
2021-03-03,0,7719
2021-03-03,1,1551
2021-03-03,2,37
2021-03-03,3,733
2021-03-03,4,9994
2021-03-03,5,53336
2021-03-03,6,104988
2021-03-03,7,146604
2021-03-03,8,148809
2021-03-03,9,99408
2021-03-03,10,78590
2021-03-03,11,74890
2021-03-03,12,81954
2021-03-03,13,96590
2021-03-03,14,120313
2021-03-03,15,146306
2021-03-03,16,163640
2021-03-03,17,167601
2021-03-03,18,124488
2021-03-03,19,81464
2021-03-03,20,53163
2021-03-03,21,39016
2021-03-03,22,32906
2021-03-03,23,24342
2021-03-04,0,8449
2021-03-04,1,1793
2021-03-04,2,24
2021-03-04,3,749
2021-03-04,4,10225
2021-03-04,5,53045
2021-03-04,6,104972
2021-03-04,7,144661
2021-03-04,8,145607
2021-03-04,9,96942
2021-03-04,10,77685
2021-03-04,11,75021
2021-03-04,12,79803
2021-03-04,13,91339
2021-03-04,14,114169
2021-03-04,15,144328
2021-03-04,16,160401
2021-03-04,17,163091
2021-03-04,18,121364
2021-03-04,19,79866
2021-03-04,20,52562
2021-03-04,21,37392
2021-03-04,22,32681
2021-03-04,23,24392
2021-03-05,0,8566
2021-03-05,1,1712
2021-03-05,2,17
2021-03-05,3,748
2021-03-05,4,9773
2021-03-05,5,50734
2021-03-05,6,99124
2021-03-05,7,135746
2021-03-05,8,136515
2021-03-05,9,93725
2021-03-05,10,77641
2021-03-05,11,75021
2021-03-05,12,84278
2021-03-05,13,99737
2021-03-05,14,124349
2021-03-05,15,150964
2021-03-05,16,159497
2021-03-05,17,157032
2021-03-05,18,120922
2021-03-05,19,84581
2021-03-05,20,56681
2021-03-05,21,39984
2021-03-05,22,34952
2021-03-05,23,31966
2021-03-06,0,12095
2021-03-06,1,2923
2021-03-06,2,9
2021-03-06,3,529
2021-03-06,4,4804
2021-03-06,5,17149
2021-03-06,6,34166
2021-03-06,7,47615
2021-03-06,8,53255
2021-03-06,9,56352
2021-03-06,10,61691
2021-03-06,11,68841
2021-03-06,12,77833
2021-03-06,13,87172
2021-03-06,14,93891
2021-03-06,15,97697
2021-03-06,16,93377
2021-03-06,17,87069
2021-03-06,18,76879
2021-03-06,19,60785
2021-03-06,20,43268
2021-03-06,21,33058
2021-03-06,22,29982
2021-03-06,23,26547
2021-03-07,0,11176
2021-03-07,1,3108
2021-03-07,2,30
2021-03-07,3,438
2021-03-07,4,3565
2021-03-07,5,11409
2021-03-07,6,22771
2021-03-07,7,31085
2021-03-07,8,37348
2021-03-07,9,41346
2021-03-07,10,48264
2021-03-07,11,53189
2021-03-07,12,61156
2021-03-07,13,68796
2021-03-07,14,73768
2021-03-07,15,75465
2021-03-07,16,73574
2021-03-07,17,67895
2021-03-07,18,61337
2021-03-07,19,46258
2021-03-07,20,34010
2021-03-07,21,27190
2021-03-07,22,24586
2021-03-07,23,17554
2021-03-08,0,7014
2021-03-08,1,1573
2021-03-08,2,42
2021-03-08,3,749
2021-03-08,4,9917
2021-03-08,5,51872
2021-03-08,6,101446
2021-03-08,7,140949
2021-03-08,8,142509
2021-03-08,9,93031
2021-03-08,10,73231
2021-03-08,11,69193
2021-03-08,12,75326
2021-03-08,13,86995
2021-03-08,14,109458
2021-03-08,15,138150
2021-03-08,16,151976
2021-03-08,17,156484
2021-03-08,18,115203
2021-03-08,19,73229
2021-03-08,20,47130
2021-03-08,21,33904
2021-03-08,22,28758
2021-03-08,23,21490
2021-03-09,0,7686
2021-03-09,1,1701
2021-03-09,2,18
2021-03-09,3,772
2021-03-09,4,10321
2021-03-09,5,53881
2021-03-09,6,104738
2021-03-09,7,146155
2021-03-09,8,147168
2021-03-09,9,97598
2021-03-09,10,77684
2021-03-09,11,72786
2021-03-09,12,80350
2021-03-09,13,94832
2021-03-09,14,119664
2021-03-09,15,146989
2021-03-09,16,162292
2021-03-09,17,166402
2021-03-09,18,125557
2021-03-09,19,81451
2021-03-09,20,53808
2021-03-09,21,38231
2021-03-09,22,32296
2021-03-09,23,23736
2021-03-10,0,8818
2021-03-10,1,1911
2021-03-10,2,23
2021-03-10,3,757
2021-03-10,4,10525
2021-03-10,5,54429
2021-03-10,6,106166
2021-03-10,7,145744
2021-03-10,8,148400
2021-03-10,9,98956
2021-03-10,10,78964
2021-03-10,11,74444
2021-03-10,12,82034
2021-03-10,13,95560
2021-03-10,14,119591
2021-03-10,15,146948
2021-03-10,16,163963
2021-03-10,17,167708
2021-03-10,18,124958
2021-03-10,19,81129
2021-03-10,20,53631
2021-03-10,21,38635
2021-03-10,22,32829
2021-03-10,23,24955
2021-03-11,0,8757
2021-03-11,1,1850
2021-03-11,2,18
2021-03-11,3,784
2021-03-11,4,10347
2021-03-11,5,54061
2021-03-11,6,105609
2021-03-11,7,144657
2021-03-11,8,146847
2021-03-11,9,98794
2021-03-11,10,80194
2021-03-11,11,76197
2021-03-11,12,83985
2021-03-11,13,96996
2021-03-11,14,120696
2021-03-11,15,150898
2021-03-11,16,166016
2021-03-11,17,169145
2021-03-11,18,129293
2021-03-11,19,85542
2021-03-11,20,57185
2021-03-11,21,41410
2021-03-11,22,35727
2021-03-11,23,28140
2021-03-12,0,10505
2021-03-12,1,2399
2021-03-12,2,38
2021-03-12,3,741
2021-03-12,4,10210
2021-03-12,5,51500
2021-03-12,6,99893
2021-03-12,7,135661
2021-03-12,8,136858
2021-03-12,9,95323
2021-03-12,10,79785
2021-03-12,11,77432
2021-03-12,12,88262
2021-03-12,13,103932
2021-03-12,14,129091
2021-03-12,15,156757
2021-03-12,16,167739
2021-03-12,17,166096
2021-03-12,18,131303
2021-03-12,19,92100
2021-03-12,20,63328
2021-03-12,21,45354
2021-03-12,22,41120
2021-03-12,23,37519
2021-03-13,0,15038
2021-03-13,1,3834
2021-03-13,2,22
2021-03-13,3,533
2021-03-13,4,4878
2021-03-13,5,17991
2021-03-13,6,35443
2021-03-13,7,48987
2021-03-13,8,54950
2021-03-13,9,58250
2021-03-13,10,64524
2021-03-13,11,71967
2021-03-13,12,81764
2021-03-13,13,91485
2021-03-13,14,99109
2021-03-13,15,104786
2021-03-13,16,102597
2021-03-13,17,96209
2021-03-13,18,86349
2021-03-13,19,68373
2021-03-13,20,49055
2021-03-13,21,36860
2021-03-13,22,32881
2021-03-13,23,29725
2021-03-14,0,12482
2021-03-14,1,3204
2021-03-14,3,400
2021-03-14,4,3480
2021-03-14,5,11033
2021-03-14,6,20822
2021-03-14,7,30187
2021-03-14,8,36556
2021-03-14,9,40337
2021-03-14,10,47092
2021-03-14,11,53287
2021-03-14,12,62499
2021-03-14,13,70253
2021-03-14,14,76543
2021-03-14,15,78699
2021-03-14,16,76614
2021-03-14,17,71654
2021-03-14,18,64140
2021-03-14,19,53137
2021-03-14,20,38409
2021-03-14,21,29930
2021-03-14,22,25212
2021-03-14,23,18289
2021-03-15,0,7213
2021-03-15,1,1784
2021-03-15,2,30
2021-03-15,3,759
2021-03-15,4,9837
2021-03-15,5,50153
2021-03-15,6,96221
2021-03-15,7,138336
2021-03-15,8,144785
2021-03-15,9,95479
2021-03-15,10,73587
2021-03-15,11,69374
2021-03-15,12,75478
2021-03-15,13,87475
2021-03-15,14,110489
2021-03-15,15,137843
2021-03-15,16,149472
2021-03-15,17,155737
2021-03-15,18,115889
2021-03-15,19,78957
2021-03-15,20,52186
2021-03-15,21,35949
2021-03-15,22,29998
2021-03-15,23,22348
2021-03-16,0,8042
2021-03-16,1,1906
2021-03-16,2,20
2021-03-16,3,697
2021-03-16,4,10343
2021-03-16,5,52349
2021-03-16,6,101503
2021-03-16,7,144070
2021-03-16,8,149098
2021-03-16,9,98379
2021-03-16,10,76885
2021-03-16,11,71822
2021-03-16,12,78560
2021-03-16,13,92053
2021-03-16,14,116698
2021-03-16,15,144389
2021-03-16,16,157200
2021-03-16,17,162175
2021-03-16,18,119427
2021-03-16,19,79592
2021-03-16,20,53221
2021-03-16,21,37107
2021-03-16,22,31412
2021-03-16,23,23370
2021-03-17,0,8385
2021-03-17,1,1905
2021-03-17,2,10
2021-03-17,3,781
2021-03-17,4,10523
2021-03-17,5,53108
2021-03-17,6,100715
2021-03-17,7,142512
2021-03-17,8,149408
2021-03-17,9,100575
2021-03-17,10,79634
2021-03-17,11,75354
2021-03-17,12,82056
2021-03-17,13,96309
2021-03-17,14,120064
2021-03-17,15,147896
2021-03-17,16,162995
2021-03-17,17,168420
2021-03-17,18,126493
2021-03-17,19,86808
2021-03-17,20,58609
2021-03-17,21,41915
2021-03-17,22,35868
2021-03-17,23,27771
2021-03-18,0,10005
2021-03-18,1,2411
2021-03-18,2,24
2021-03-18,3,840
2021-03-18,4,10337
2021-03-18,5,51045
2021-03-18,6,98758
2021-03-18,7,141341
2021-03-18,8,147228
2021-03-18,9,99078
2021-03-18,10,78367
2021-03-18,11,71475
2021-03-18,12,77704
2021-03-18,13,89062
2021-03-18,14,115899
2021-03-18,15,140721
2021-03-18,16,150389
2021-03-18,17,155002
2021-03-18,18,115639
2021-03-18,19,77308
2021-03-18,20,52495
2021-03-18,21,37962
2021-03-18,22,33764
2021-03-18,23,25975
2021-03-19,0,9401
2021-03-19,1,2217
2021-03-19,2,15
2021-03-19,3,821
2021-03-19,4,9965
2021-03-19,5,50012
2021-03-19,6,96226
2021-03-19,7,135572
2021-03-19,8,139414
2021-03-19,9,96889
2021-03-19,10,80951
2021-03-19,11,78715
2021-03-19,12,88566
2021-03-19,13,104827
2021-03-19,14,129056
2021-03-19,15,156285
2021-03-19,16,164082
2021-03-19,17,161726
2021-03-19,18,127655
2021-03-19,19,95227
2021-03-19,20,66123
2021-03-19,21,45644
2021-03-19,22,39000
2021-03-19,23,35443
2021-03-20,0,14305
2021-03-20,1,3747
2021-03-20,2,27
2021-03-20,3,553
2021-03-20,4,5033
2021-03-20,5,17463
2021-03-20,6,33442
2021-03-20,7,47939
2021-03-20,8,54728
2021-03-20,9,58219
2021-03-20,10,64790
2021-03-20,11,73063
2021-03-20,12,84748
2021-03-20,13,94767
2021-03-20,14,103353
2021-03-20,15,107458
2021-03-20,16,105048
2021-03-20,17,98340
2021-03-20,18,89445
2021-03-20,19,78249
2021-03-20,20,57929
2021-03-20,21,41757
2021-03-20,22,36482
2021-03-20,23,33652
2021-03-21,0,14935
2021-03-21,1,4250
2021-03-21,2,31
2021-03-21,3,450
2021-03-21,4,3857
2021-03-21,5,11545
2021-03-21,6,21935
2021-03-21,7,31868
2021-03-21,8,38477
2021-03-21,9,44685
2021-03-21,10,52133
2021-03-21,11,59101
2021-03-21,12,70385
2021-03-21,13,77880
2021-03-21,14,82316
2021-03-21,15,84476
2021-03-21,16,81483
2021-03-21,17,77700
2021-03-21,18,70108
2021-03-21,19,59663
2021-03-21,20,43580
2021-03-21,21,33635
2021-03-21,22,28115
2021-03-21,23,19935
2021-03-22,0,8190
2021-03-22,1,2155
2021-03-22,2,17
2021-03-22,3,843
2021-03-22,4,10069
2021-03-22,5,51126
2021-03-22,6,99476
2021-03-22,7,142416
2021-03-22,8,145831
2021-03-22,9,96443
2021-03-22,10,76493
2021-03-22,11,72717
2021-03-22,12,79518
2021-03-22,13,93086
2021-03-22,14,118293
2021-03-22,15,145309
2021-03-22,16,157949
2021-03-22,17,161128
2021-03-22,18,119066
2021-03-22,19,82442
2021-03-22,20,55306
2021-03-22,21,38726
2021-03-22,22,30931
2021-03-22,23,22741
2021-03-23,0,8562
2021-03-23,1,1944
2021-03-23,2,40
2021-03-23,3,847
2021-03-23,4,10637
2021-03-23,5,53358
2021-03-23,6,102888
2021-03-23,7,148156
2021-03-23,8,152266
2021-03-23,9,100003
2021-03-23,10,78935
2021-03-23,11,74907
2021-03-23,12,83083
2021-03-23,13,97764
2021-03-23,14,123402
2021-03-23,15,149487
2021-03-23,16,164494
2021-03-23,17,167246
2021-03-23,18,125190
2021-03-23,19,87228
2021-03-23,20,58629
2021-03-23,21,41124
2021-03-23,22,34503
2021-03-23,23,25229
2021-03-24,0,9288
2021-03-24,1,2257
2021-03-24,2,43
2021-03-24,3,875
2021-03-24,4,10663
2021-03-24,5,53231
2021-03-24,6,102293
2021-03-24,7,147213
2021-03-24,8,152408
2021-03-24,9,101578
2021-03-24,10,79251
2021-03-24,11,75341
2021-03-24,12,82848
2021-03-24,13,95618
2021-03-24,14,122441
2021-03-24,15,148825
2021-03-24,16,159050
2021-03-24,17,165546
2021-03-24,18,117818
2021-03-24,19,75138
2021-03-24,20,48431
2021-03-24,21,34904
2021-03-24,22,30911
2021-03-24,23,23323
2021-03-25,0,8508
2021-03-25,1,1923
2021-03-25,2,18
2021-03-25,3,840
2021-03-25,4,10494
2021-03-25,5,52412
2021-03-25,6,102522
2021-03-25,7,147021
2021-03-25,8,151600
2021-03-25,9,101558
2021-03-25,10,81336
2021-03-25,11,77812
2021-03-25,12,84908
2021-03-25,13,99851
2021-03-25,14,127618
2021-03-25,15,151556
2021-03-25,16,167153
2021-03-25,17,169410
2021-03-25,18,128621
2021-03-25,19,92323
2021-03-25,20,63996
2021-03-25,21,44913
2021-03-25,22,40091
2021-03-25,23,29007
2021-03-26,0,10964
2021-03-26,1,2643
2021-03-26,2,29
2021-03-26,3,820
2021-03-26,4,10125
2021-03-26,5,49218
2021-03-26,6,94427
2021-03-26,7,133458
2021-03-26,8,136613
2021-03-26,9,95256
2021-03-26,10,80675
2021-03-26,11,78104
2021-03-26,12,87649
2021-03-26,13,104037
2021-03-26,14,131849
2021-03-26,15,157763
2021-03-26,16,165938
2021-03-26,17,163614
2021-03-26,18,130838
2021-03-26,19,103151
2021-03-26,20,74068
2021-03-26,21,50457
2021-03-26,22,42893
2021-03-26,23,39854
2021-03-27,0,16482
2021-03-27,1,4670
2021-03-27,2,33
2021-03-27,3,638
2021-03-27,4,5162
2021-03-27,5,17763
2021-03-27,6,34274
2021-03-27,7,49759
2021-03-27,8,56972
2021-03-27,9,61345
2021-03-27,10,69035
2021-03-27,11,78605
2021-03-27,12,90295
2021-03-27,13,101369
2021-03-27,14,108906
2021-03-27,15,112182
2021-03-27,16,110955
2021-03-27,17,105846
2021-03-27,18,93858
2021-03-27,19,78370
2021-03-27,20,59508
2021-03-27,21,43193
2021-03-27,22,37942
2021-03-27,23,33715
2021-03-28,0,14974
2021-03-28,1,4479
2021-03-28,2,33
2021-03-28,3,593
2021-03-28,4,3727
2021-03-28,5,11139
2021-03-28,6,20690
2021-03-28,7,29583
2021-03-28,8,35467
2021-03-28,9,38848
2021-03-28,10,42553
2021-03-28,11,45237
2021-03-28,12,49489
2021-03-28,13,57080
2021-03-28,14,62548
2021-03-28,15,67356
2021-03-28,16,62485
2021-03-28,17,57855
2021-03-28,18,52930
2021-03-28,19,45574
2021-03-28,20,34637
2021-03-28,21,27924
2021-03-28,22,24943
2021-03-28,23,17521
2021-03-29,0,7317
2021-03-29,1,1867
2021-03-29,2,31
2021-03-29,3,863
2021-03-29,4,10019
2021-03-29,5,48194
2021-03-29,6,89419
2021-03-29,7,123580
2021-03-29,8,131735
2021-03-29,9,94073
2021-03-29,10,79622
2021-03-29,11,77716
2021-03-29,12,83986
2021-03-29,13,95146
2021-03-29,14,110874
2021-03-29,15,138923
2021-03-29,16,152797
2021-03-29,17,155468
2021-03-29,18,114974
2021-03-29,19,81277
2021-03-29,20,56290
2021-03-29,21,39158
2021-03-29,22,32832
2021-03-29,23,23355
2021-03-30,0,8757
2021-03-30,1,2168
2021-03-30,2,31
2021-03-30,3,893
2021-03-30,4,10584
2021-03-30,5,49908
2021-03-30,6,94535
2021-03-30,7,130767
2021-03-30,8,139198
2021-03-30,9,99091
2021-03-30,10,83875
2021-03-30,11,81751
2021-03-30,12,89163
2021-03-30,13,102160
2021-03-30,14,120286
2021-03-30,15,150168
2021-03-30,16,166627
2021-03-30,17,173010
2021-03-30,18,130384
2021-03-30,19,91320
2021-03-30,20,62020
2021-03-30,21,42877
2021-03-30,22,35294
2021-03-30,23,25959
2021-03-31,0,9669
2021-03-31,1,2404
2021-03-31,2,18
2021-03-31,3,833
2021-03-31,4,10540
2021-03-31,5,49791
2021-03-31,6,93289
2021-03-31,7,130777
2021-03-31,8,139506
2021-03-31,9,100501
2021-03-31,10,82897
2021-03-31,11,81759
2021-03-31,12,85741
2021-03-31,13,96889
2021-03-31,14,114445
2021-03-31,15,147043
2021-03-31,16,159307
2021-03-31,17,159839
2021-03-31,18,119529
2021-03-31,19,80692
2021-03-31,20,55463
2021-03-31,21,39790
2021-03-31,22,34405
2021-03-31,23,25190
2021-04-01,0,9226
2021-04-01,1,2191
2021-04-01,2,27
2021-04-01,3,923
2021-04-01,4,10336
2021-04-01,5,48501
2021-04-01,6,90940
2021-04-01,7,126112
2021-04-01,8,137659
2021-04-01,9,99804
2021-04-01,10,83145
2021-04-01,11,81610
2021-04-01,12,86479
2021-04-01,13,98292
2021-04-01,14,116142
2021-04-01,15,144144
2021-04-01,16,157868
2021-04-01,17,167256
2021-04-01,18,126614
2021-04-01,19,90328
2021-04-01,20,62983
2021-04-01,21,44620
2021-04-01,22,37795
2021-04-01,23,28914
2021-04-02,0,10514
2021-04-02,1,2628
2021-04-02,2,28
2021-04-02,3,856
2021-04-02,4,9211
2021-04-02,5,41465
2021-04-02,6,77700
2021-04-02,7,104822
2021-04-02,8,114707
2021-04-02,9,91312
2021-04-02,10,83143
2021-04-02,11,85426
2021-04-02,12,95947
2021-04-02,13,110834
2021-04-02,14,127449
2021-04-02,15,145631
2021-04-02,16,144789
2021-04-02,17,139537
2021-04-02,18,111350
2021-04-02,19,86109
2021-04-02,20,62350
2021-04-02,21,45389
2021-04-02,22,39217
2021-04-02,23,34624
2021-04-03,0,13465
2021-04-03,1,3682
2021-04-03,2,20
2021-04-03,3,560
2021-04-03,4,5150
2021-04-03,5,16413
2021-04-03,6,32547
2021-04-03,7,47187
2021-04-03,8,55207
2021-04-03,9,60435
2021-04-03,10,68818
2021-04-03,11,78016
2021-04-03,12,88078
2021-04-03,13,95720
2021-04-03,14,103852
2021-04-03,15,105577
2021-04-03,16,104962
2021-04-03,17,98412
2021-04-03,18,88237
2021-04-03,19,77358
2021-04-03,20,58492
2021-04-03,21,42567
2021-04-03,22,36679
2021-04-03,23,33965
2021-04-04,0,14078
2021-04-04,1,4134
2021-04-04,2,29
2021-04-04,3,538
2021-04-04,4,3704
2021-04-04,5,10632
2021-04-04,6,20389
2021-04-04,7,29129
2021-04-04,8,34885
2021-04-04,9,40968
2021-04-04,10,50115
2021-04-04,11,58247
2021-04-04,12,65277
2021-04-04,13,72516
2021-04-04,14,76829
2021-04-04,15,77393
2021-04-04,16,74622
2021-04-04,17,70126
2021-04-04,18,62202
2021-04-04,19,54439
2021-04-04,20,44286
2021-04-04,21,34262
2021-04-04,22,29280
2021-04-04,23,20298
2021-04-05,0,8178
2021-04-05,1,2327
2021-04-05,2,36
2021-04-05,3,931
2021-04-05,4,10391
2021-04-05,5,50226
2021-04-05,6,98357
2021-04-05,7,138394
2021-04-05,8,142806
2021-04-05,9,96493
2021-04-05,10,78287
2021-04-05,11,76403
2021-04-05,12,82721
2021-04-05,13,95691
2021-04-05,14,119258
2021-04-05,15,144813
2021-04-05,16,157667
2021-04-05,17,163471
2021-04-05,18,120930
2021-04-05,19,83891
2021-04-05,20,58018
2021-04-05,21,41227
2021-04-05,22,32745
2021-04-05,23,23766
2021-04-06,0,9285
2021-04-06,1,2265
2021-04-06,2,37
2021-04-06,3,929
2021-04-06,4,10804
2021-04-06,5,53305
2021-04-06,6,104325
2021-04-06,7,150000
2021-04-06,8,155518
2021-04-06,9,102817
2021-04-06,10,82649
2021-04-06,11,79452
2021-04-06,12,86069
2021-04-06,13,101318
2021-04-06,14,129442
2021-04-06,15,152633
2021-04-06,16,167686
2021-04-06,17,174332
2021-04-06,18,129359
2021-04-06,19,89085
2021-04-06,20,62807
2021-04-06,21,44580
2021-04-06,22,36729
2021-04-06,23,26530
2021-04-07,0,10308
2021-04-07,1,2537
2021-04-07,2,23
2021-04-07,3,965
2021-04-07,4,10940
2021-04-07,5,53728
2021-04-07,6,105152
2021-04-07,7,150836
2021-04-07,8,157504
2021-04-07,9,105821
2021-04-07,10,84636
2021-04-07,11,80643
2021-04-07,12,87955
2021-04-07,13,103064
2021-04-07,14,131595
2021-04-07,15,155031
2021-04-07,16,170302
2021-04-07,17,177284
2021-04-07,18,134086
2021-04-07,19,93448
2021-04-07,20,65239
2021-04-07,21,45823
2021-04-07,22,40037
2021-04-07,23,28132
2021-04-08,0,10482
2021-04-08,1,2636
2021-04-08,2,23
2021-04-08,3,962
2021-04-08,4,11096
2021-04-08,5,53135
2021-04-08,6,105376
2021-04-08,7,152040
2021-04-08,8,156958
2021-04-08,9,105268
2021-04-08,10,86179
2021-04-08,11,81938
2021-04-08,12,89470
2021-04-08,13,105282
2021-04-08,14,133500
2021-04-08,15,157465
2021-04-08,16,173049
2021-04-08,17,178370
2021-04-08,18,135771
2021-04-08,19,95541
2021-04-08,20,68079
2021-04-08,21,47659
2021-04-08,22,39969
2021-04-08,23,30404
2021-04-09,0,12044
2021-04-09,1,2936
2021-04-09,2,30
2021-04-09,3,956
2021-04-09,4,10812
2021-04-09,5,51422
2021-04-09,6,99718
2021-04-09,7,141671
2021-04-09,8,145485
2021-04-09,9,101561
2021-04-09,10,86285
2021-04-09,11,83666
2021-04-09,12,94676
2021-04-09,13,111608
2021-04-09,14,141574
2021-04-09,15,167378
2021-04-09,16,178445
2021-04-09,17,172968
2021-04-09,18,129719
2021-04-09,19,98391
2021-04-09,20,70114
2021-04-09,21,48562
2021-04-09,22,42862
2021-04-09,23,39242
2021-04-10,0,16586
2021-04-10,1,4528
2021-04-10,2,25
2021-04-10,3,678
2021-04-10,4,5595
2021-04-10,5,17608
2021-04-10,6,35766
2021-04-10,7,49638
2021-04-10,8,57950
2021-04-10,9,62783
2021-04-10,10,70386
2021-04-10,11,79374
2021-04-10,12,89940
2021-04-10,13,100968
2021-04-10,14,108314
2021-04-10,15,112341
2021-04-10,16,109317
2021-04-10,17,103463
2021-04-10,18,94212
2021-04-10,19,81893
2021-04-10,20,63183
2021-04-10,21,46033
2021-04-10,22,39987
2021-04-10,23,37376
2021-04-11,0,17004
2021-04-11,1,5032
2021-04-11,2,27
2021-04-11,3,601
2021-04-11,4,4035
2021-04-11,5,11593
2021-04-11,6,22776
2021-04-11,7,32460
2021-04-11,8,38481
2021-04-11,9,44250
2021-04-11,10,50520
2021-04-11,11,55119
2021-04-11,12,62370
2021-04-11,13,69134
2021-04-11,14,73274
2021-04-11,15,72778
2021-04-11,16,67963
2021-04-11,17,61798
2021-04-11,18,55609
2021-04-11,19,46028
2021-04-11,20,35441
2021-04-11,21,29452
2021-04-11,22,25670
2021-04-11,23,18283
2021-04-12,0,7323
2021-04-12,1,2110
2021-04-12,2,26
2021-04-12,3,970
2021-04-12,4,10770
2021-04-12,5,50879
2021-04-12,6,102033
2021-04-12,7,148853
2021-04-12,8,154103
2021-04-12,9,101658
2021-04-12,10,79984
2021-04-12,11,75041
2021-04-12,12,82001
2021-04-12,13,95711
2021-04-12,14,123710
2021-04-12,15,148491
2021-04-12,16,162082
2021-04-12,17,167015
2021-04-12,18,119614
2021-04-12,19,78022
2021-04-12,20,51789
2021-04-12,21,36327
2021-04-12,22,31665
2021-04-12,23,22597
2021-04-13,0,8832
2021-04-13,1,2146
2021-04-13,2,20
2021-04-13,3,935
2021-04-13,4,11300
2021-04-13,5,54415
2021-04-13,6,109998
2021-04-13,7,158865
2021-04-13,8,160958
2021-04-13,9,105787
2021-04-13,10,85306
2021-04-13,11,80521
2021-04-13,12,88004
2021-04-13,13,103814
2021-04-13,14,132129
2021-04-13,15,157624
2021-04-13,16,172826
2021-04-13,17,178579
2021-04-13,18,135515
2021-04-13,19,93227
2021-04-13,20,65647
2021-04-13,21,45778
2021-04-13,22,40414
2021-04-13,23,27851
2021-04-14,0,10663
2021-04-14,1,2672
2021-04-14,2,30
2021-04-14,3,929
2021-04-14,4,11447
2021-04-14,5,53895
2021-04-14,6,108714
2021-04-14,7,156355
2021-04-14,8,161977
2021-04-14,9,106609
2021-04-14,10,84882
2021-04-14,11,81272
2021-04-14,12,89369
2021-04-14,13,105622
2021-04-14,14,134965
2021-04-14,15,160070
2021-04-14,16,172771
2021-04-14,17,182380
2021-04-14,18,135890
2021-04-14,19,89087
2021-04-14,20,62971
2021-04-14,21,45444
2021-04-14,22,39898
2021-04-14,23,29022
2021-04-15,0,11064
2021-04-15,1,2805
2021-04-15,2,64
2021-04-15,3,950
2021-04-15,4,11102
2021-04-15,5,52087
2021-04-15,6,104901
2021-04-15,7,153988
2021-04-15,8,160450
2021-04-15,9,104645
2021-04-15,10,83658
2021-04-15,11,79072
2021-04-15,12,86712
2021-04-15,13,98680
2021-04-15,14,125557
2021-04-15,15,146840
2021-04-15,16,156638
2021-04-15,17,168970
2021-04-15,18,123958
2021-04-15,19,82134
2021-04-15,20,56102
2021-04-15,21,40508
2021-04-15,22,36709
2021-04-15,23,28206
2021-04-16,0,10939
2021-04-16,1,2655
2021-04-16,2,31
2021-04-16,3,966
2021-04-16,4,11141
2021-04-16,5,51696
2021-04-16,6,104563
2021-04-16,7,146678
2021-04-16,8,149465
2021-04-16,9,103570
2021-04-16,10,87370
2021-04-16,11,85452
2021-04-16,12,100151
2021-04-16,13,112098
2021-04-16,14,144986
2021-04-16,15,169556
2021-04-16,16,177899
2021-04-16,17,175769
2021-04-16,18,140066
2021-04-16,19,99880
2021-04-16,20,70639
2021-04-16,21,49581
2021-04-16,22,46157
2021-04-16,23,41982
2021-04-17,0,16877
2021-04-17,1,4872
2021-04-17,2,34
2021-04-17,3,688
2021-04-17,4,5760
2021-04-17,5,18177
2021-04-17,6,37048
