date,hour,ridership
2022-07-17,22,50755
2022-07-17,23,32229
2022-07-18,0,15806
2022-07-18,1,6702
2022-07-18,2,4367
2022-07-18,3,4954
2022-07-18,4,15749
2022-07-18,5,58570
2022-07-18,6,124194
2022-07-18,7,204291
2022-07-18,8,259145
2022-07-18,9,165671
2022-07-18,10,117545
2022-07-18,11,108574
2022-07-18,12,116829
2022-07-18,13,128805
2022-07-18,14,152904
2022-07-18,15,189148
2022-07-18,16,224596
2022-07-18,17,273834
2022-07-18,18,202702
2022-07-18,19,126654
2022-07-18,20,87189
2022-07-18,21,64876
2022-07-18,22,51032
2022-07-18,23,32497
2022-07-19,0,16836
2022-07-19,1,6268
2022-07-19,2,3957
2022-07-19,3,4915
2022-07-19,4,15930
2022-07-19,5,62466
2022-07-19,6,133140
2022-07-19,7,233287
2022-07-19,8,314536
2022-07-19,9,196084
2022-07-19,10,130104
2022-07-19,11,119517
2022-07-19,12,126700
2022-07-19,13,139333
2022-07-19,14,163194
2022-07-19,15,205379
2022-07-19,16,258583
2022-07-19,17,328636
2022-07-19,18,250789
2022-07-19,19,155962
2022-07-19,20,113538
2022-07-19,21,93119
2022-07-19,22,70816
2022-07-19,23,43346
2022-07-20,0,21521
2022-07-20,1,7727
2022-07-20,2,4546
2022-07-20,3,5174
2022-07-20,4,16368
2022-07-20,5,62519
2022-07-20,6,132032
2022-07-20,7,232010
2022-07-20,8,311714
2022-07-20,9,199326
2022-07-20,10,133218
2022-07-20,11,122724
2022-07-20,12,129924
2022-07-20,13,142550
2022-07-20,14,162951
2022-07-20,15,203452
2022-07-20,16,257659
2022-07-20,17,326420
2022-07-20,18,246605
2022-07-20,19,158163
2022-07-20,20,114976
2022-07-20,21,91299
2022-07-20,22,75989
2022-07-20,23,49209
2022-07-21,0,22345
2022-07-21,1,8355
2022-07-21,2,4938
2022-07-21,3,5372
2022-07-21,4,16435
2022-07-21,5,61835
2022-07-21,6,129393
2022-07-21,7,222439
2022-07-21,8,293743
2022-07-21,9,191139
2022-07-21,10,133984
2022-07-21,11,120496
2022-07-21,12,128965
2022-07-21,13,135556
2022-07-21,14,159660
2022-07-21,15,200308
2022-07-21,16,250858
2022-07-21,17,308534
2022-07-21,18,238471
2022-07-21,19,154325
2022-07-21,20,114757
2022-07-21,21,95010
2022-07-21,22,78824
2022-07-21,23,50200
2022-07-22,0,25586
2022-07-22,1,10073
2022-07-22,2,5921
2022-07-22,3,5938
2022-07-22,4,16309
2022-07-22,5,59249
2022-07-22,6,117678
2022-07-22,7,182957
2022-07-22,8,214654
2022-07-22,9,155492
2022-07-22,10,125061
2022-07-22,11,120754
2022-07-22,12,132112
2022-07-22,13,150395
2022-07-22,14,179151
2022-07-22,15,217223
2022-07-22,16,244939
2022-07-22,17,261230
2022-07-22,18,213318
2022-07-22,19,149537
2022-07-22,20,114974
2022-07-22,21,96639
2022-07-22,22,92040
2022-07-22,23,67141
2022-07-23,0,38950
2022-07-23,1,19149
2022-07-23,2,11591
2022-07-23,3,8108
2022-07-23,4,10013
2022-07-23,5,22164
2022-07-23,6,43432
2022-07-23,7,61266
2022-07-23,8,74623
2022-07-23,9,90475
2022-07-23,10,102989
2022-07-23,11,112930
2022-07-23,12,122358
2022-07-23,13,132534
2022-07-23,14,139174
2022-07-23,15,144818
2022-07-23,16,147388
2022-07-23,17,148581
2022-07-23,18,138952
2022-07-23,19,119073
2022-07-23,20,99000
2022-07-23,21,91284
2022-07-23,22,83244
2022-07-23,23,61728
2022-07-24,0,33969
2022-07-24,1,17923
2022-07-24,2,10963
2022-07-24,3,7711
2022-07-24,4,8573
2022-07-24,5,15048
2022-07-24,6,28677
2022-07-24,7,41188
2022-07-24,8,54470
2022-07-24,9,69349
2022-07-24,10,85340
2022-07-24,11,94218
2022-07-24,12,103166
2022-07-24,13,113597
2022-07-24,14,118690
2022-07-24,15,118615
2022-07-24,16,118499
2022-07-24,17,119313
2022-07-24,18,109594
2022-07-24,19,90508
2022-07-24,20,74967
2022-07-24,21,66208
2022-07-24,22,54865
2022-07-24,23,34413
2022-07-25,0,17400
2022-07-25,1,6621
2022-07-25,2,4175
2022-07-25,3,5055
2022-07-25,4,15647
2022-07-25,5,59317
2022-07-25,6,123500
2022-07-25,7,207068
2022-07-25,8,262159
2022-07-25,9,166368
2022-07-25,10,117826
2022-07-25,11,108864
2022-07-25,12,119014
2022-07-25,13,125172
2022-07-25,14,142997
2022-07-25,15,182275
2022-07-25,16,222160
2022-07-25,17,268428
2022-07-25,18,203783
2022-07-25,19,128622
2022-07-25,20,91673
2022-07-25,21,71698
2022-07-25,22,57224
2022-07-25,23,38053
2022-07-26,0,18872
2022-07-26,1,6796
2022-07-26,2,4343
2022-07-26,3,4952
2022-07-26,4,15952
2022-07-26,5,62436
2022-07-26,6,131224
2022-07-26,7,230318
2022-07-26,8,309221
2022-07-26,9,197129
2022-07-26,10,131312
2022-07-26,11,119812
2022-07-26,12,126520
2022-07-26,13,138404
2022-07-26,14,163601
2022-07-26,15,204924
2022-07-26,16,259408
2022-07-26,17,331972
2022-07-26,18,251617
2022-07-26,19,155601
2022-07-26,20,111985
2022-07-26,21,91427
2022-07-26,22,77518
2022-07-26,23,47378
2022-07-27,0,22551
2022-07-27,1,7998
2022-07-27,2,4779
2022-07-27,3,5280
2022-07-27,4,16365
2022-07-27,5,62491
2022-07-27,6,132220
2022-07-27,7,230479
2022-07-27,8,308093
2022-07-27,9,197953
2022-07-27,10,134917
2022-07-27,11,123743
2022-07-27,12,131149
2022-07-27,13,143357
2022-07-27,14,166654
2022-07-27,15,207233
2022-07-27,16,265010
2022-07-27,17,336279
2022-07-27,18,252080
2022-07-27,19,159922
2022-07-27,20,115356
2022-07-27,21,92072
2022-07-27,22,84837
2022-07-27,23,49142
2022-07-28,0,23256
2022-07-28,1,8577
2022-07-28,2,5043
2022-07-28,3,5522
2022-07-28,4,16069
2022-07-28,5,61170
2022-07-28,6,128731
2022-07-28,7,220325
2022-07-28,8,288748
2022-07-28,9,191085
2022-07-28,10,132819
2022-07-28,11,121166
2022-07-28,12,128977
2022-07-28,13,140908
2022-07-28,14,166044
2022-07-28,15,207405
2022-07-28,16,258279
2022-07-28,17,326505
2022-07-28,18,245127
2022-07-28,19,154149
2022-07-28,20,111228
2022-07-28,21,96733
2022-07-28,22,81649
2022-07-28,23,49616
2022-07-29,0,24854
2022-07-29,1,9823
2022-07-29,2,5672
2022-07-29,3,5731
2022-07-29,4,15759
2022-07-29,5,58490
2022-07-29,6,117498
2022-07-29,7,181636
2022-07-29,8,212382
2022-07-29,9,153136
2022-07-29,10,123483
2022-07-29,11,120162
2022-07-29,12,132089
2022-07-29,13,151048
2022-07-29,14,177277
2022-07-29,15,217228
2022-07-29,16,248195
2022-07-29,17,266426
2022-07-29,18,211145
2022-07-29,19,153352
2022-07-29,20,116201
2022-07-29,21,97871
2022-07-29,22,86342
2022-07-29,23,61708
2022-07-30,0,34944
2022-07-30,1,17303
2022-07-30,2,10350
2022-07-30,3,7418
2022-07-30,4,9989
2022-07-30,5,22098
2022-07-30,6,44407
2022-07-30,7,62054
2022-07-30,8,74151
2022-07-30,9,89966
2022-07-30,10,106236
2022-07-30,11,118369
2022-07-30,12,129029
2022-07-30,13,139528
2022-07-30,14,144867
2022-07-30,15,151343
2022-07-30,16,155480
2022-07-30,17,160441
2022-07-30,18,140597
2022-07-30,19,122708
2022-07-30,20,102306
2022-07-30,21,88687
2022-07-30,22,78012
2022-07-30,23,58707
2022-07-31,0,35033
2022-07-31,1,17960
2022-07-31,2,10928
2022-07-31,3,7474
2022-07-31,4,8305
2022-07-31,5,15701
2022-07-31,6,28874
2022-07-31,7,41433
2022-07-31,8,55420
2022-07-31,9,70969
2022-07-31,10,87623
2022-07-31,11,99479
2022-07-31,12,110565
2022-07-31,13,117484
2022-07-31,14,122943
2022-07-31,15,123904
2022-07-31,16,126802
2022-07-31,17,127548
2022-07-31,18,117358
2022-07-31,19,93713
2022-07-31,20,76883
2022-07-31,21,63645
2022-07-31,22,51477
2022-07-31,23,30581
2022-08-01,0,15125
2022-08-01,1,6216
2022-08-01,2,4171
2022-08-01,3,4839
2022-08-01,4,15337
2022-08-01,5,57124
2022-08-01,6,119384
2022-08-01,7,201139
2022-08-01,8,255868
2022-08-01,9,164839
2022-08-01,10,117370
2022-08-01,11,109087
2022-08-01,12,116715
2022-08-01,13,128395
2022-08-01,14,150385
2022-08-01,15,187648
2022-08-01,16,233125
2022-08-01,17,283667
2022-08-01,18,207773
2022-08-01,19,128415
2022-08-01,20,94542
2022-08-01,21,75665
2022-08-01,22,62178
2022-08-01,23,34915
2022-08-02,0,17992
2022-08-02,1,6647
2022-08-02,2,4238
2022-08-02,3,4979
2022-08-02,4,16327
2022-08-02,5,61251
2022-08-02,6,129874
2022-08-02,7,227628
2022-08-02,8,303041
2022-08-02,9,190539
2022-08-02,10,129131
2022-08-02,11,118569
2022-08-02,12,124202
2022-08-02,13,135838
2022-08-02,14,159559
2022-08-02,15,201289
2022-08-02,16,256994
2022-08-02,17,326124
2022-08-02,18,246928
2022-08-02,19,150068
2022-08-02,20,109527
2022-08-02,21,90176
2022-08-02,22,72466
2022-08-02,23,46299
2022-08-03,0,20604
2022-08-03,1,7474
2022-08-03,2,4602
2022-08-03,3,5289
2022-08-03,4,16152
2022-08-03,5,62129
2022-08-03,6,129894
2022-08-03,7,226559
2022-08-03,8,301443
2022-08-03,9,194076
2022-08-03,10,135810
2022-08-03,11,126952
2022-08-03,12,132742
2022-08-03,13,141427
2022-08-03,14,162975
2022-08-03,15,208314
2022-08-03,16,263754
2022-08-03,17,326046
2022-08-03,18,245303
2022-08-03,19,158695
2022-08-03,20,117630
2022-08-03,21,93169
2022-08-03,22,73508
2022-08-03,23,48115
2022-08-04,0,22779
2022-08-04,1,8215
2022-08-04,2,4885
2022-08-04,3,5410
2022-08-04,4,16288
2022-08-04,5,60720
2022-08-04,6,126558
2022-08-04,7,215824
2022-08-04,8,284122
2022-08-04,9,188298
2022-08-04,10,133809
2022-08-04,11,121511
2022-08-04,12,128289
2022-08-04,13,140544
2022-08-04,14,163987
2022-08-04,15,204953
2022-08-04,16,254915
2022-08-04,17,315611
2022-08-04,18,242691
2022-08-04,19,155290
2022-08-04,20,116699
2022-08-04,21,94497
2022-08-04,22,83084
2022-08-04,23,47405
2022-08-05,0,24675
2022-08-05,1,9789
2022-08-05,2,6021
2022-08-05,3,5915
2022-08-05,4,16023
2022-08-05,5,57654
2022-08-05,6,115392
2022-08-05,7,179688
2022-08-05,8,212167
2022-08-05,9,151223
2022-08-05,10,123709
2022-08-05,11,118285
2022-08-05,12,128553
2022-08-05,13,149028
2022-08-05,14,175975
2022-08-05,15,213726
2022-08-05,16,243102
2022-08-05,17,258183
2022-08-05,18,204796
2022-08-05,19,149030
2022-08-05,20,113465
2022-08-05,21,92133
2022-08-05,22,77724
2022-08-05,23,36578
2022-08-06,0,36284
2022-08-06,1,17965
2022-08-06,2,11078
2022-08-06,3,7841
2022-08-06,4,10175
2022-08-06,5,21578
2022-08-06,6,44508
2022-08-06,7,61900
2022-08-06,8,74200
2022-08-06,9,89367
2022-08-06,10,104016
2022-08-06,11,115655
2022-08-06,12,127147
2022-08-06,13,137518
2022-08-06,14,142261
2022-08-06,15,148777
2022-08-06,16,153810
2022-08-06,17,153224
2022-08-06,18,140774
2022-08-06,19,118889
2022-08-06,20,98768
2022-08-06,21,84427
2022-08-06,22,81821
2022-08-06,23,62421
2022-08-07,0,33434
2022-08-07,1,16970
2022-08-07,2,10697
2022-08-07,3,7268
2022-08-07,4,8533
2022-08-07,5,14333
2022-08-07,6,27981
2022-08-07,7,40642
2022-08-07,8,54444
2022-08-07,9,70420
2022-08-07,10,85565
2022-08-07,11,95411
2022-08-07,12,105023
2022-08-07,13,113918
2022-08-07,14,122947
2022-08-07,15,117189
2022-08-07,16,114438
2022-08-07,17,113881
2022-08-07,18,106922
2022-08-07,19,93244
2022-08-07,20,76499
2022-08-07,21,63279
2022-08-07,22,49074
2022-08-07,23,31440
2022-08-08,0,15937
2022-08-08,1,6460
2022-08-08,2,4190
2022-08-08,3,4956
2022-08-08,4,15454
2022-08-08,5,58093
2022-08-08,6,121224
2022-08-08,7,202523
2022-08-08,8,254943
2022-08-08,9,163463
2022-08-08,10,120943
2022-08-08,11,111344
2022-08-08,12,116811
2022-08-08,13,128916
2022-08-08,14,149873
2022-08-08,15,188322
2022-08-08,16,232052
2022-08-08,17,281732
2022-08-08,18,211506
2022-08-08,19,134562
2022-08-08,20,97177
2022-08-08,21,74308
2022-08-08,22,61858
2022-08-08,23,38199
2022-08-09,0,18852
2022-08-09,1,6673
2022-08-09,2,4359
2022-08-09,3,4984
2022-08-09,4,15968
2022-08-09,5,61149
2022-08-09,6,128390
2022-08-09,7,221581
2022-08-09,8,296053
2022-08-09,9,185397
2022-08-09,10,125903
2022-08-09,11,115072
2022-08-09,12,121565
2022-08-09,13,132264
2022-08-09,14,154891
2022-08-09,15,194321
2022-08-09,16,245722
2022-08-09,17,313597
2022-08-09,18,241904
2022-08-09,19,142718
2022-08-09,20,103461
2022-08-09,21,82711
2022-08-09,22,68364
2022-08-09,23,45784
2022-08-10,0,21064
2022-08-10,1,7487
2022-08-10,2,4605
2022-08-10,3,5326
2022-08-10,4,16136
2022-08-10,5,60167
2022-08-10,6,128562
2022-08-10,7,221507
2022-08-10,8,293802
2022-08-10,9,191872
2022-08-10,10,132921
2022-08-10,11,123286
2022-08-10,12,130384
2022-08-10,13,140497
2022-08-10,14,162147
2022-08-10,15,203869
2022-08-10,16,260887
2022-08-10,17,322262
2022-08-10,18,243789
2022-08-10,19,156432
2022-08-10,20,114263
2022-08-10,21,88354
2022-08-10,22,74965
2022-08-10,23,48031
2022-08-11,0,23011
2022-08-11,1,8187
2022-08-11,2,5124
2022-08-11,3,5413
2022-08-11,4,16084
2022-08-11,5,59417
2022-08-11,6,124976
2022-08-11,7,209268
2022-08-11,8,276198
2022-08-11,9,185423
2022-08-11,10,132034
2022-08-11,11,121355
2022-08-11,12,126997
2022-08-11,13,141174
2022-08-11,14,164109
2022-08-11,15,205309
2022-08-11,16,256893
2022-08-11,17,312517
2022-08-11,18,242464
2022-08-11,19,157721
2022-08-11,20,115567
2022-08-11,21,92139
2022-08-11,22,76143
2022-08-11,23,53516
2022-08-12,0,29248
2022-08-12,1,13644
2022-08-12,2,6366
2022-08-12,3,6056
2022-08-12,4,16142
2022-08-12,5,57425
2022-08-12,6,116596
2022-08-12,7,179149
2022-08-12,8,207724
2022-08-12,9,153820
2022-08-12,10,126427
2022-08-12,11,122870
2022-08-12,12,133036
2022-08-12,13,153195
2022-08-12,14,181980
2022-08-12,15,218400
2022-08-12,16,250819
2022-08-12,17,263714
2022-08-12,18,211174
2022-08-12,19,154636
2022-08-12,20,120060
2022-08-12,21,97301
2022-08-12,22,93905
2022-08-12,23,65281
2022-08-13,0,36793
2022-08-13,1,18437
2022-08-13,2,10988
2022-08-13,3,7750
2022-08-13,4,10351
2022-08-13,5,21742
2022-08-13,6,44866
2022-08-13,7,62661
2022-08-13,8,75753
2022-08-13,9,91850
2022-08-13,10,104521
2022-08-13,11,116553
2022-08-13,12,126443
2022-08-13,13,137876
2022-08-13,14,146322
2022-08-13,15,152307
2022-08-13,16,157613
2022-08-13,17,156604
2022-08-13,18,143960
2022-08-13,19,123242
2022-08-13,20,103246
2022-08-13,21,91769
2022-08-13,22,83011
2022-08-13,23,57919
2022-08-14,0,33005
2022-08-14,1,17182
2022-08-14,2,10826
2022-08-14,3,7918
2022-08-14,4,8552
2022-08-14,5,14668
2022-08-14,6,28462
2022-08-14,7,41865
2022-08-14,8,54639
2022-08-14,9,70978
2022-08-14,10,87739
2022-08-14,11,98525
2022-08-14,12,112098
2022-08-14,13,120170
2022-08-14,14,126218
2022-08-14,15,125518
2022-08-14,16,130129
2022-08-14,17,130455
2022-08-14,18,119924
2022-08-14,19,96526
2022-08-14,20,80846
2022-08-14,21,66271
2022-08-14,22,52816
2022-08-14,23,34807
2022-08-15,0,16205
2022-08-15,1,6821
2022-08-15,2,4428
2022-08-15,3,5037
2022-08-15,4,15284
2022-08-15,5,57621
2022-08-15,6,118414
2022-08-15,7,193793
2022-08-15,8,242017
2022-08-15,9,159844
2022-08-15,10,118545
2022-08-15,11,111571
2022-08-15,12,117896
2022-08-15,13,130083
2022-08-15,14,150489
2022-08-15,15,188312
2022-08-15,16,235582
2022-08-15,17,284596
2022-08-15,18,213084
2022-08-15,19,134947
2022-08-15,20,99329
2022-08-15,21,77289
2022-08-15,22,66636
2022-08-15,23,37450
2022-08-16,0,18685
2022-08-16,1,6940
2022-08-16,2,4390
2022-08-16,3,5193
2022-08-16,4,15887
2022-08-16,5,60038
2022-08-16,6,126556
2022-08-16,7,215629
2022-08-16,8,284862
2022-08-16,9,182044
2022-08-16,10,128290
2022-08-16,11,117965
2022-08-16,12,123923
2022-08-16,13,135804
2022-08-16,14,157682
2022-08-16,15,200019
2022-08-16,16,255621
2022-08-16,17,319325
2022-08-16,18,243035
2022-08-16,19,148936
2022-08-16,20,109270
2022-08-16,21,87896
2022-08-16,22,74915
2022-08-16,23,42190
2022-08-17,0,20662
2022-08-17,1,7813
2022-08-17,2,4632
2022-08-17,3,5323
2022-08-17,4,15759
2022-08-17,5,60214
2022-08-17,6,126337
2022-08-17,7,213930
2022-08-17,8,282594
2022-08-17,9,185988
2022-08-17,10,132151
2022-08-17,11,122578
2022-08-17,12,127823
2022-08-17,13,138842
2022-08-17,14,161684
2022-08-17,15,200723
2022-08-17,16,258211
2022-08-17,17,319426
2022-08-17,18,240788
2022-08-17,19,150545
2022-08-17,20,107687
2022-08-17,21,91302
2022-08-17,22,72080
2022-08-17,23,46417
2022-08-18,0,26158
2022-08-18,1,8263
2022-08-18,2,4914
2022-08-18,3,5361
2022-08-18,4,15762
2022-08-18,5,59616
2022-08-18,6,124634
2022-08-18,7,205721
2022-08-18,8,264702
2022-08-18,9,181409
2022-08-18,10,130129
2022-08-18,11,121452
2022-08-18,12,128960
2022-08-18,13,140778
2022-08-18,14,162904
2022-08-18,15,204749
2022-08-18,16,262962
2022-08-18,17,311146
2022-08-18,18,238069
2022-08-18,19,152193
2022-08-18,20,112446
2022-08-18,21,93953
2022-08-18,22,88926
2022-08-18,23,51407
2022-08-19,0,25154
2022-08-19,1,10484
2022-08-19,2,6040
2022-08-19,3,5985
2022-08-19,4,15898
2022-08-19,5,57349
2022-08-19,6,115119
2022-08-19,7,174569
2022-08-19,8,200965
2022-08-19,9,150592
2022-08-19,10,125129
2022-08-19,11,121670
2022-08-19,12,133443
2022-08-19,13,152809
2022-08-19,14,177795
2022-08-19,15,216918
2022-08-19,16,248103
2022-08-19,17,261702
2022-08-19,18,206134
2022-08-19,19,152762
2022-08-19,20,119889
2022-08-19,21,99453
2022-08-19,22,92759
2022-08-19,23,63481
2022-08-20,0,39419
2022-08-20,1,18572
2022-08-20,2,11262
2022-08-20,3,7648
2022-08-20,4,9941
2022-08-20,5,22081
2022-08-20,6,42763
2022-08-20,7,60637
2022-08-20,8,73492
2022-08-20,9,90186
2022-08-20,10,105366
2022-08-20,11,118704
2022-08-20,12,128249
2022-08-20,13,135342
2022-08-20,14,142030
2022-08-20,15,149933
2022-08-20,16,157822
2022-08-20,17,148135
2022-08-20,18,135872
2022-08-20,19,119822
2022-08-20,20,102229
2022-08-20,21,82389
2022-08-20,22,75516
2022-08-20,23,55290
2022-08-21,0,31751
2022-08-21,1,16987
2022-08-21,2,10442
2022-08-21,3,7157
2022-08-21,4,8416
2022-08-21,5,14221
2022-08-21,6,27833
2022-08-21,7,41166
2022-08-21,8,53981
2022-08-21,9,70814
2022-08-21,10,86830
2022-08-21,11,98649
2022-08-21,12,107534
2022-08-21,13,114134
2022-08-21,14,120673
2022-08-21,15,122125
2022-08-21,16,125726
2022-08-21,17,127206
2022-08-21,18,111431
2022-08-21,19,92945
2022-08-21,20,74574
2022-08-21,21,61130
2022-08-21,22,53069
2022-08-21,23,33314
2022-08-22,0,15559
2022-08-22,1,6624
2022-08-22,2,4273
2022-08-22,3,5023
2022-08-22,4,15260
2022-08-22,5,55446
2022-08-22,6,112802
2022-08-22,7,186189
2022-08-22,8,231272
2022-08-22,9,152781
2022-08-22,10,113901
2022-08-22,11,108594
2022-08-22,12,110231
2022-08-22,13,120631
2022-08-22,14,141946
2022-08-22,15,180558
2022-08-22,16,231380
2022-08-22,17,275168
2022-08-22,18,196653
2022-08-22,19,123110
2022-08-22,20,86709
2022-08-22,21,66521
2022-08-22,22,64977
2022-08-22,23,34828
2022-08-23,0,17287
2022-08-23,1,6288
2022-08-23,2,4167
2022-08-23,3,5199
2022-08-23,4,16011
2022-08-23,5,60043
2022-08-23,6,124742
2022-08-23,7,210126
2022-08-23,8,275799
2022-08-23,9,178374
2022-08-23,10,125072
2022-08-23,11,115229
2022-08-23,12,121413
2022-08-23,13,134995
2022-08-23,14,156572
2022-08-23,15,197361
2022-08-23,16,251617
2022-08-23,17,311869
2022-08-23,18,236399
2022-08-23,19,150388
2022-08-23,20,106640
2022-08-23,21,83125
2022-08-23,22,75883
2022-08-23,23,45603
2022-08-24,0,21335
2022-08-24,1,7617
2022-08-24,2,4658
2022-08-24,3,5110
2022-08-24,4,15685
2022-08-24,5,59651
2022-08-24,6,125618
2022-08-24,7,208392
2022-08-24,8,271336
2022-08-24,9,179891
2022-08-24,10,127250
2022-08-24,11,116695
2022-08-24,12,124100
2022-08-24,13,135537
2022-08-24,14,155312
2022-08-24,15,195988
2022-08-24,16,248902
2022-08-24,17,306994
2022-08-24,18,231601
2022-08-24,19,149566
2022-08-24,20,109326
2022-08-24,21,84621
2022-08-24,22,69844
2022-08-24,23,44670
2022-08-25,0,22132
2022-08-25,1,8557
2022-08-25,2,4967
2022-08-25,3,5426
2022-08-25,4,16043
2022-08-25,5,59095
2022-08-25,6,125195
2022-08-25,7,208644
2022-08-25,8,268096
2022-08-25,9,184514
2022-08-25,10,133087
2022-08-25,11,122467
2022-08-25,12,132264
2022-08-25,13,145171
2022-08-25,14,165211
2022-08-25,15,207281
2022-08-25,16,258441
2022-08-25,17,308733
2022-08-25,18,236501
2022-08-25,19,156428
2022-08-25,20,118229
2022-08-25,21,91477
2022-08-25,22,80791
2022-08-25,23,48529
2022-08-26,0,25105
2022-08-26,1,9691
2022-08-26,2,5780
2022-08-26,3,5860
2022-08-26,4,15943
2022-08-26,5,56848
2022-08-26,6,115276
2022-08-26,7,177310
2022-08-26,8,201966
2022-08-26,9,150868
2022-08-26,10,127212
2022-08-26,11,122808
2022-08-26,12,133329
2022-08-26,13,152530
2022-08-26,14,177127
2022-08-26,15,214378
2022-08-26,16,241841
2022-08-26,17,249172
2022-08-26,18,195992
2022-08-26,19,146930
2022-08-26,20,112217
2022-08-26,21,88730
2022-08-26,22,87075
2022-08-26,23,63901
2022-08-27,0,35530
2022-08-27,1,17454
2022-08-27,2,10222
2022-08-27,3,7517
2022-08-27,4,10087
2022-08-27,5,21843
2022-08-27,6,44506
2022-08-27,7,64110
2022-08-27,8,75590
2022-08-27,9,90829
2022-08-27,10,104658
2022-08-27,11,115674
2022-08-27,12,126946
2022-08-27,13,137734
2022-08-27,14,147308
2022-08-27,15,154056
2022-08-27,16,157122
2022-08-27,17,154684
2022-08-27,18,144705
2022-08-27,19,121735
2022-08-27,20,99158
2022-08-27,21,79421
2022-08-27,22,78072
2022-08-27,23,61048
2022-08-28,0,40516
2022-08-28,1,18205
2022-08-28,2,10834
2022-08-28,3,7280
2022-08-28,4,8374
2022-08-28,5,14806
2022-08-28,6,27895
2022-08-28,7,41206
2022-08-28,8,54101
2022-08-28,9,69620
2022-08-28,10,85595
2022-08-28,11,97025
2022-08-28,12,109700
2022-08-28,13,117660
2022-08-28,14,124947
2022-08-28,15,125116
2022-08-28,16,129571
2022-08-28,17,125256
2022-08-28,18,114807
2022-08-28,19,94864
2022-08-28,20,76261
2022-08-28,21,60624
2022-08-28,22,52549
2022-08-28,23,37054
2022-08-29,0,20469
2022-08-29,1,7156
2022-08-29,2,4453
2022-08-29,3,5076
2022-08-29,4,15473
2022-08-29,5,57714
2022-08-29,6,120395
2022-08-29,7,203878
2022-08-29,8,246657
2022-08-29,9,168160
2022-08-29,10,126344
2022-08-29,11,117011
2022-08-29,12,122292
2022-08-29,13,138113
2022-08-29,14,154993
2022-08-29,15,195166
2022-08-29,16,241623
2022-08-29,17,287001
2022-08-29,18,209642
2022-08-29,19,137689
2022-08-29,20,100790
2022-08-29,21,73193
2022-08-29,22,59345
2022-08-29,23,39263
2022-08-30,0,18671
2022-08-30,1,7042
2022-08-30,2,4249
2022-08-30,3,5100
2022-08-30,4,15931
2022-08-30,5,60344
2022-08-30,6,127026
2022-08-30,7,221078
2022-08-30,8,285011
2022-08-30,9,188885
2022-08-30,10,135062
2022-08-30,11,120874
2022-08-30,12,127792
2022-08-30,13,140569
2022-08-30,14,160563
2022-08-30,15,203909
2022-08-30,16,258946
2022-08-30,17,324188
2022-08-30,18,241984
2022-08-30,19,151166
2022-08-30,20,106823
2022-08-30,21,90149
2022-08-30,22,71590
2022-08-30,23,42497
2022-08-31,0,20580
2022-08-31,1,7611
2022-08-31,2,4626
2022-08-31,3,5297
2022-08-31,4,15939
2022-08-31,5,59438
2022-08-31,6,129236
2022-08-31,7,221841
2022-08-31,8,279594
2022-08-31,9,189079
2022-08-31,10,136917
2022-08-31,11,127333
2022-08-31,12,133925
2022-08-31,13,145499
2022-08-31,14,165884
2022-08-31,15,207197
2022-08-31,16,260409
2022-08-31,17,322804
2022-08-31,18,242496
2022-08-31,19,156657
2022-08-31,20,113571
2022-08-31,21,91123
2022-08-31,22,73289
2022-08-31,23,51300
2022-09-01,0,23920
2022-09-01,1,8462
2022-09-01,2,5001
2022-09-01,3,5431
2022-09-01,4,16170
2022-09-01,5,59466
2022-09-01,6,126956
2022-09-01,7,211774
2022-09-01,8,265076
2022-09-01,9,183095
2022-09-01,10,138734
2022-09-01,11,126362
2022-09-01,12,134805
2022-09-01,13,147713
2022-09-01,14,168681
2022-09-01,15,213649
2022-09-01,16,262279
2022-09-01,17,307725
2022-09-01,18,231307
2022-09-01,19,161209
2022-09-01,20,118494
2022-09-01,21,89464
2022-09-01,22,75947
2022-09-01,23,52250
2022-09-02,0,25850
2022-09-02,1,10626
2022-09-02,2,5938
2022-09-02,3,5982
2022-09-02,4,15973
2022-09-02,5,56063
2022-09-02,6,114193
2022-09-02,7,172572
2022-09-02,8,192065
2022-09-02,9,148035
2022-09-02,10,131576
2022-09-02,11,128571
2022-09-02,12,143505
2022-09-02,13,164879
2022-09-02,14,193404
2022-09-02,15,229003
2022-09-02,16,245629
2022-09-02,17,243905
2022-09-02,18,198018
2022-09-02,19,149965
2022-09-02,20,114995
2022-09-02,21,89879
2022-09-02,22,92343
2022-09-02,23,66981
2022-09-03,0,37442
2022-09-03,1,18636
2022-09-03,2,10937
2022-09-03,3,7870
2022-09-03,4,9925
2022-09-03,5,19643
2022-09-03,6,40761
2022-09-03,7,59588
2022-09-03,8,73672
2022-09-03,9,94319
2022-09-03,10,111822
2022-09-03,11,121765
2022-09-03,12,131216
2022-09-03,13,140639
2022-09-03,14,149869
2022-09-03,15,156190
2022-09-03,16,161581
2022-09-03,17,159601
2022-09-03,18,146541
2022-09-03,19,127820
2022-09-03,20,103759
2022-09-03,21,84174
2022-09-03,22,79796
2022-09-03,23,63031
2022-09-04,0,38984
2022-09-04,1,19675
2022-09-04,2,11471
2022-09-04,3,7494
2022-09-04,4,8497
2022-09-04,5,14318
2022-09-04,6,27733
2022-09-04,7,41418
2022-09-04,8,55292
2022-09-04,9,75465
2022-09-04,10,96059
