date,weather_code,temperature_2m_mean,apparent_temperature_mean,daylight_duration,sunshine_duration,precipitation_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,weekend,ridership,holidayName,is_holiday,apparent_temp_range,temp_2m_range,weather_categories_Clear or Fair Weather,weather_categories_Precipitation (Light to Moderate),weather_categories_Severe Weather
2021-05-17,2.0,61.965496,59.330765,52304.66,48824.312,0.0,0.0,0.0,11.805341,219.91373,25.93,0.0,2029893,No holiday,0.0,27.06217699999999,24.029999999999994,1,0,0
2021-05-18,3.0,66.92675,64.101105,52414.355,48361.41,0.0,0.0,0.0,9.223387,254.71307,24.97,0.0,2160226,No holiday,0.0,28.330824,27.71999999999999,1,0,0
2021-05-19,3.0,69.38299,67.23869,52521.727,49024.887,0.0,0.0,0.0,11.858211,350.79745,28.52,0.0,2267376,No holiday,0.0,28.296270000000007,28.08,1,0,0
2021-05-20,3.0,61.635498,58.842113,52626.652,49004.203,0.0,0.0,0.0,12.545163,145.46165,28.03,0.0,2278700,No holiday,0.0,15.383074,16.740000000000002,1,0,0
2021-05-21,3.0,63.81425,61.70125,52728.977,49215.938,0.0,0.0,0.0,12.211643,173.92244,28.03,0.0,2338148,No holiday,0.0,22.319097,20.339998,1,0,0
2021-05-22,3.0,75.473,74.70912,52828.582,39466.508,0.0,0.0,0.0,13.290868,303.76266,19.17,1.0,1640871,No holiday,0.0,25.310813000000003,25.289993000000003,1,0,0
2021-05-23,3.0,76.9655,75.876915,52925.324,48382.543,0.0,0.0,0.0,17.445732,324.94263,22.18,1.0,1265366,No holiday,0.0,24.796156999999994,22.680000000000007,1,0,0
2021-05-24,3.0,60.49175,55.002045,53019.06,34990.055,0.0,0.0,0.0,14.128563,131.9266,18.87,0.0,2126565,No holiday,0.0,7.334876000000001,7.649999999999999,1,0,0
2021-05-25,3.0,63.69424,60.740025,53109.652,37928.957,0.0,0.0,0.0,16.151386,181.288,24.3,0.0,2280222,No holiday,0.0,16.734076,15.21,1,0,0
2021-05-26,61.0,73.639244,74.76816,53196.96,49203.695,0.098425195,0.0,3.0,15.732329,211.1836,23.46,0.0,2285370,No holiday,0.0,26.558823999999994,21.330002999999998,0,1,0
2021-05-27,61.0,72.6155,70.87188,53280.84,49674.46,0.07480315,0.0,2.0,13.320954,320.3835,29.17,0.0,2362138,No holiday,0.0,19.327693000000004,18.54000299999999,0,1,0
2021-05-28,63.0,58.18925,52.100925,53361.414,27330.465,1.1771655,0.0,9.0,18.057455,62.573017,14.37,0.0,2240660,No holiday,0.0,17.786302999999997,15.57,0,1,0
2021-05-29,63.0,49.504246,41.135136,53439.34,0.0,0.93700784,0.0,22.0,20.164045,38.45372,5.8,1.0,1368533,No holiday,0.0,5.744750000000003,4.770000000000003,0,1,0
2021-05-30,61.0,49.770504,42.995968,53514.586,0.0,0.5551181,0.0,24.0,18.836018,21.182346,4.99,1.0,1065232,No holiday,0.0,6.459885,5.669999999999995,0,1,0
2021-05-31,51.0,57.32301,53.385685,53587.074,27127.094,0.027559055,0.0,4.0,13.302158,315.71097,15.75,0.0,1395486,No holiday,0.0,24.726291000000003,19.979999999999997,0,1,0
2021-06-01,3.0,62.512997,61.07184,53656.73,36003.41,0.0,0.0,0.0,11.463397,219.54529,20.57,0.0,2270076,No holiday,0.0,27.008385000000004,25.64999999999999,1,0,0
2021-06-02,3.0,62.92925,62.17258,53723.473,30540.275,0.0,0.0,0.0,10.551908,173.67113,19.27,0.0,2354755,No holiday,0.0,19.922697,16.379999999999995,1,0,0
2021-06-03,63.0,64.223,66.049706,53787.23,16002.415,0.5826771,0.0,12.0,8.084209,165.9367,12.83,0.0,2244535,No holiday,0.0,21.260995,16.740000000000002,0,1,0
2021-06-04,61.0,69.323006,72.03711,53847.926,18534.352,0.16141732,0.0,10.0,10.6086645,236.56671,15.14,0.0,2316851,No holiday,0.0,16.731935000000007,13.950003000000002,0,1,0
2021-06-05,2.0,75.664246,77.72812,53905.48,50040.39,0.0,0.0,0.0,13.24372,247.96507,27.31,1.0,1785164,No holiday,0.0,27.328308000000007,25.91998999999999,1,0,0
2021-06-06,1.0,78.23675,81.72558,53959.82,50076.32,0.0,0.0,0.0,10.108666,215.8202,25.9,1.0,1358931,No holiday,0.0,25.164144000000007,20.25,1,0,0
2021-06-07,51.0,77.49049,82.97918,54010.87,43441.805,0.011811024,0.0,3.0,10.551908,203.60893,22.08,0.0,2230964,No holiday,0.0,19.700874999999996,17.099994999999993,0,1,0
2021-06-08,61.0,77.13051,84.41453,54058.562,32316.9,0.22834647,0.0,8.0,10.116089,216.8087,19.21,0.0,2276249,No holiday,0.0,17.034239999999997,15.030005000000003,0,1,0
2021-06-09,53.0,78.06051,85.0009,54102.816,48523.07,0.055118106,0.0,5.0,7.4663534,290.29596,24.02,0.0,2396123,No holiday,0.0,19.469890000000007,16.289999999999992,0,1,0
2021-06-10,51.0,71.869255,71.86867,54143.56,50206.48,0.007874016,0.0,2.0,14.731966,84.53859,25.5,0.0,2482678,No holiday,0.0,21.380857000000006,17.91000199999999,0,1,0
2021-06-11,51.0,63.791744,62.609814,54180.72,19689.38,0.027559055,0.0,3.0,9.261288,94.93045,11.65,0.0,2474058,No holiday,0.0,10.709258999999996,9.720002000000001,0,1,0
2021-06-12,51.0,65.130486,65.27112,54214.23,27307.883,0.007874016,0.0,1.0,9.440564,113.585045,15.16,1.0,1767456,No holiday,0.0,9.229394000000006,9.629989999999992,0,1,0
2021-06-13,51.0,65.7455,65.76386,54244.02,39589.363,0.003937008,0.0,1.0,11.887713,182.13177,19.1,1.0,1374857,No holiday,0.0,18.298209999999997,15.929999999999993,0,1,0
2021-06-14,63.0,66.289246,66.86994,54270.02,35165.547,0.7007873,0.0,11.0,13.898234,152.43683,16.67,0.0,2231093,No holiday,0.0,5.545320000000004,6.660002999999996,0,1,0
2021-06-15,53.0,69.619255,70.52528,54292.168,46732.14,0.023622047,0.0,2.0,11.106429,299.64743,24.79,0.0,2478320,No holiday,0.0,17.992725999999998,14.580003999999995,0,1,0
2021-06-16,2.0,66.88925,64.03069,54310.395,50351.492,0.0,0.0,0.0,12.717497,319.35385,29.83,0.0,2527109,No holiday,0.0,13.674964999999993,14.399995000000004,1,0,0
2021-06-17,3.0,65.32551,62.989025,54324.69,50369.14,0.0,0.0,0.0,8.420753,313.3635,30.29,0.0,2559895,No holiday,0.0,22.035562000000006,20.96999999999999,1,0,0
2021-06-18,3.0,69.83299,68.12447,54335.16,39829.086,0.0,0.0,0.0,12.752862,210.56076,27.51,0.0,2572657,No holiday,0.0,26.605066000000008,25.470000000000006,1,0,0
2021-06-19,53.0,75.413,76.87697,54341.836,35257.49,0.07874015,0.0,6.0,14.239696,243.40346,21.46,1.0,1775547,Juneteenth,1.0,26.077244000000007,23.040000000000006,0,1,0
2021-06-20,51.0,73.583,76.83941,54344.742,50400.0,0.011811024,0.0,3.0,13.408945,205.13522,24.05,1.0,1383305,No holiday,0.0,22.06111399999999,21.50999999999999,0,1,0
2021-06-21,51.0,76.451744,81.03939,54343.902,49458.39,0.023622049,0.0,4.0,16.992367,181.0113,23.28,0.0,2272339,No holiday,0.0,11.597610000000003,11.159989999999993,0,1,0
2021-06-22,63.0,68.272995,69.21346,54339.355,15295.411,0.34251967,0.0,9.0,15.081096,307.51218,9.91,0.0,2364933,No holiday,0.0,27.50457,18.0,0,1,0
2021-06-23,3.0,64.27926,61.295452,54331.117,50400.0,0.0,0.0,0.0,10.74226,307.78656,26.29,0.0,2556545,No holiday,0.0,20.360480000000003,19.529994999999992,1,0,0
2021-06-24,3.0,65.06675,64.22972,54319.23,50400.0,0.0,0.0,0.0,12.93017,134.90164,29.14,0.0,2561618,No holiday,0.0,18.198790000000002,16.559999999999995,1,0,0
2021-06-25,3.0,67.249245,68.45091,54303.727,50400.0,0.0,0.0,0.0,14.165704,150.36172,28.56,0.0,2586717,No holiday,0.0,17.69437,15.029999999999994,1,0,0
2021-06-26,53.0,73.0955,76.430244,54284.637,47198.727,0.070866145,0.0,9.0,15.706862,180.452,19.48,1.0,1844289,No holiday,0.0,15.874725999999995,13.86,0,1,0
2021-06-27,51.0,78.16549,82.51252,54262.004,40473.547,0.01968504,0.0,4.0,12.207545,196.07016,19.84,1.0,1551427,No holiday,0.0,16.504729999999995,12.86999999999999,0,1,0
2021-06-28,3.0,81.58926,86.80355,54235.863,50400.0,0.0,0.0,0.0,14.346479,212.40173,24.87,0.0,2259622,No holiday,0.0,21.37429800000001,17.36999999999999,1,0,0
2021-06-29,1.0,83.36676,89.87565,54206.25,50400.0,0.0,0.0,0.0,14.379579,231.04028,25.32,0.0,2353330,No holiday,0.0,22.782489999999996,17.10000000000001,1,0,0
2021-06-30,2.0,85.5155,91.05254,54173.215,50400.0,0.0,0.0,0.0,11.8117,243.435,24.45,0.0,2355961,No holiday,0.0,18.304013999999995,18.899994000000007,1,0,0
2021-07-01,65.0,76.4405,82.45708,54136.797,27748.893,0.9251969,0.0,13.0,8.423723,272.53177,14.49,0.0,2303115,No holiday,0.0,10.36027,12.150004999999993,0,1,0
2021-07-02,63.0,71.351746,76.417114,54097.04,9091.117,1.1102362,0.0,23.0,12.50521,279.76962,12.07,0.0,2304436,No holiday,0.0,17.913521000000003,10.89,0,1,0
2021-07-03,63.0,63.634247,63.06445,54053.984,19480.754,0.6259842,0.0,20.0,16.841505,45.00012,11.03,1.0,1537160,No holiday,0.0,6.100439999999999,5.580002999999998,0,1,0
2021-07-04,51.0,68.633,70.68127,54007.684,50355.29,0.06692913,0.0,14.0,7.44622,281.52023,23.61,1.0,1462008,Independence Day,1.0,16.62008,16.919997999999993,0,1,0
2021-07-05,51.0,73.10675,77.09049,53958.176,50323.266,0.007874016,0.0,2.0,13.957518,157.70633,23.55,0.0,1501862,Independence Day (Observed),1.0,17.80431,14.939999999999998,0,1,0
2021-07-06,55.0,79.49674,83.49499,53905.52,50051.836,0.062992126,0.0,4.0,18.491482,229.34142,24.76,0.0,2312217,No holiday,0.0,23.54714,20.430000000000007,0,1,0
2021-07-07,2.0,80.2205,87.601295,53849.555,50239.168,0.0,0.0,0.0,12.131472,214.41438,24.81,0.0,2446272,No holiday,0.0,19.728099999999998,17.64,1,0,0
2021-07-08,63.0,76.02799,82.94622,53789.816,28945.55,0.519685,0.0,12.0,14.828458,127.38539,15.57,0.0,2374164,No holiday,0.0,18.657736,11.789999999999992,0,1,0
2021-07-09,65.0,76.3205,80.803795,53726.38,28214.492,1.4251969,0.0,15.0,20.86295,334.06808,17.51,0.0,2324903,No holiday,0.0,18.86372,14.760000000000005,0,1,0
2021-07-10,51.0,73.63175,78.23049,53659.37,50065.66,0.04330708,0.0,9.0,9.660629,3.4187193,18.39,1.0,1773183,No holiday,0.0,11.409723999999997,9.0,0,1,0
2021-07-11,53.0,72.484245,76.91764,53588.914,22533.2,0.1023622,0.0,11.0,10.774819,137.85109,11.09,1.0,1359939,No holiday,0.0,8.50408999999999,8.549999999999997,0,1,0
2021-07-12,65.0,76.613,84.52835,53515.14,23392.727,0.6417323,0.0,13.0,8.133579,129.27403,14.4,0.0,2252712,No holiday,0.0,16.863619999999997,10.439999999999998,0,1,0
2021-07-13,53.0,73.05425,78.098434,53438.16,15457.237,0.059055112,0.0,9.0,8.5475645,99.54594,12.26,0.0,2463622,No holiday,0.0,10.461325000000002,8.370000000000005,0,1,0
2021-07-14,53.0,76.99925,84.05184,53358.1,38386.69,0.051181104,0.0,3.0,9.24777,196.6411,20.31,0.0,2525259,No holiday,0.0,17.898219999999995,16.019999999999996,0,1,0
2021-07-15,51.0,78.326744,85.36556,53275.082,49713.906,0.003937008,0.0,1.0,9.333948,206.56494,23.33,0.0,2587594,No holiday,0.0,17.917469999999994,14.760000000000005,0,1,0
2021-07-16,51.0,81.78051,88.99,53189.223,49635.113,0.015748031,0.0,3.0,8.130503,238.45709,24.54,0.0,2539883,No holiday,0.0,17.062030000000007,16.379994999999994,0,1,0
2021-07-17,65.0,80.062996,88.76184,53100.66,46414.09,0.64173234,0.0,7.0,13.865792,200.3153,22.44,1.0,1709115,No holiday,0.0,15.176495000000003,13.319999999999993,0,1,0
2021-07-18,63.0,77.24675,81.50165,53009.49,44843.758,0.29133856,0.0,10.0,12.695837,235.26723,21.4,1.0,1398455,No holiday,0.0,11.015105999999989,9.810000000000002,0,1,0
2021-07-19,51.0,75.09425,78.76226,52915.848,47450.97,0.007874016,0.0,1.0,8.225348,306.4734,21.24,0.0,2333470,No holiday,0.0,15.189239999999998,12.240003999999999,0,1,0
2021-07-20,1.0,78.109245,83.64735,52819.84,49295.25,0.0,0.0,0.0,10.798016,282.38074,25.01,0.0,2468688,No holiday,0.0,19.235470000000007,17.91000000000001,1,0,0
2021-07-21,63.0,74.83924,79.19522,52721.59,45604.61,0.2086614,0.0,5.0,9.24777,319.37567,20.21,0.0,2511085,No holiday,0.0,17.36426,13.950010000000006,0,1,0
2021-07-22,3.0,72.375496,73.04801,52621.203,48199.082,0.0,0.0,0.0,9.712292,327.96228,23.54,0.0,2588545,No holiday,0.0,16.958434999999994,16.199999999999996,1,0,0
2021-07-23,1.0,72.36425,73.480644,52518.8,49017.24,0.0,0.0,0.0,7.713597,340.74332,24.69,0.0,2555736,No holiday,0.0,18.764505999999997,15.930002999999992,1,0,0
2021-07-24,3.0,72.78425,75.10839,52414.484,43132.24,0.0,0.0,0.0,10.693234,163.13434,24.68,1.0,1842644,No holiday,0.0,17.117795,15.47999999999999,1,0,0
2021-07-25,63.0,75.79925,79.15025,52308.37,33045.934,0.3110236,0.0,8.0,12.846691,200.62297,16.11,1.0,1359018,No holiday,0.0,19.08167499999999,15.75,0,1,0
2021-07-26,3.0,78.728,83.616005,52200.566,45400.5,0.0,0.0,0.0,7.3139977,294.44388,23.56,0.0,2324274,No holiday,0.0,18.0946,18.269999999999996,1,0,0
2021-07-27,51.0,77.07424,80.54137,52090.832,48620.44,0.003937008,0.0,1.0,15.067819,184.10507,23.82,0.0,2495580,No holiday,0.0,22.938175,20.069999999999993,0,1,0
2021-07-28,51.0,73.68424,76.59669,51978.32,48515.914,0.043307092,0.0,5.0,11.015947,7.7217517,23.4,0.0,2542027,No holiday,0.0,12.082049999999995,11.879994999999994,0,1,0
2021-07-29,65.0,72.25925,75.71743,51863.117,26919.816,1.2677165,0.0,14.0,16.925976,185.00146,13.72,0.0,2437563,No holiday,0.0,8.242869999999996,10.259999999999991,0,1,0
2021-07-30,1.0,73.507996,73.26232,51745.383,48299.176,0.0,0.0,0.0,15.660598,314.09183,25.71,0.0,2562140,No holiday,0.0,19.933000000000007,17.280005000000003,1,0,0
2021-07-31,2.0,67.733,66.999825,51625.258,48187.223,0.0,0.0,0.0,13.835081,297.14954,26.7,1.0,1832180,No holiday,0.0,22.4589,20.520000000000003,1,0,0
2021-08-01,51.0,70.22299,71.07677,51502.89,46790.12,0.027559055,0.0,6.0,13.514887,169.52263,18.32,1.0,1346083,No holiday,0.0,11.879280000000001,13.950003000000002,0,1,0
2021-08-02,3.0,70.598,70.25419,51378.42,47956.816,0.0,0.0,0.0,12.230069,315.8856,24.45,0.0,2340633,No holiday,0.0,15.260887000000004,16.73998999999999,1,0,0
2021-08-03,3.0,68.854256,69.34568,51251.99,9083.367,0.0,0.0,0.0,6.044041,26.564972,13.49,0.0,2492425,No holiday,0.0,15.380646999999996,15.29999999999999,1,0,0
2021-08-04,53.0,69.634254,71.37734,51123.74,5880.9976,0.031496063,0.0,2.0,8.686936,58.142014,12.55,0.0,2536925,No holiday,0.0,10.993359999999996,12.419997999999993,0,1,0
2021-08-05,51.0,70.943,73.26188,50993.793,32321.174,0.003937008,0.0,1.0,8.8127575,3.058618,13.86,0.0,2536575,No holiday,0.0,19.090270000000004,17.190002999999997,0,1,0
2021-08-06,3.0,74.92549,77.1908,50862.3,47473.375,0.0,0.0,0.0,13.470382,188.63332,23.02,0.0,2523378,No holiday,0.0,24.52449,20.880005000000004,1,0,0
2021-08-07,3.0,76.0805,77.58813,50729.38,40166.99,0.0,0.0,0.0,16.452217,196.27394,20.91,1.0,1771014,No holiday,0.0,17.84478,18.08999999999999,1,0,0
2021-08-08,63.0,69.469246,71.4878,50595.156,24446.758,0.52362204,0.0,18.0,12.658337,32.174675,10.39,1.0,1328887,No holiday,0.0,6.658029999999997,6.93001000000001,0,1,0
2021-08-09,51.0,73.193,77.09807,50459.76,35196.758,0.023622047,0.0,5.0,11.608715,34.424633,15.11,0.0,2295799,No holiday,0.0,14.72930000000001,10.97999,0,1,0
2021-08-10,61.0,75.27051,81.82286,50323.312,41077.52,0.2519685,0.0,12.0,11.320634,170.62027,15.76,0.0,2450053,No holiday,0.0,13.246044999999995,12.420010000000005,0,1,0
2021-08-11,55.0,79.943,87.1739,50185.93,44021.797,0.11417322,0.0,8.0,13.749818,209.2433,21.7,0.0,2483087,No holiday,0.0,15.883479999999992,15.75,0,1,0
2021-08-12,3.0,83.048004,88.858345,50047.734,45015.37,0.0,0.0,0.0,13.160331,220.30945,23.95,0.0,2455790,No holiday,0.0,20.928510000000003,21.959999999999994,1,0,0
2021-08-13,3.0,83.08925,90.18534,49908.832,43914.055,0.0,0.0,0.0,12.451071,210.78406,23.59,0.0,2434510,No holiday,0.0,18.206649999999996,14.939999999999998,1,0,0
2021-08-14,61.0,80.62925,86.58545,49769.348,40568.83,0.20472442,0.0,6.0,11.515661,289.0578,18.67,1.0,1709769,No holiday,0.0,20.673119999999997,13.86,0,1,0
2021-08-15,3.0,74.3255,75.3533,49629.383,44024.324,0.0,0.0,0.0,11.285216,30.790974,23.75,1.0,1423856,No holiday,0.0,17.784919000000002,13.230010000000007,1,0,0
2021-08-16,3.0,73.17423,75.80212,49488.66,28865.17,0.0,0.0,0.0,11.187237,124.54597,15.59,0.0,2293362,No holiday,0.0,12.11166,11.789989999999989,1,0,0
2021-08-17,61.0,74.696754,77.9013,49346.215,22643.71,0.09055118,0.0,3.0,13.542628,155.19493,12.84,0.0,2434548,No holiday,0.0,6.576459999999997,7.560005000000004,0,1,0
2021-08-18,61.0,75.91924,81.10125,49202.117,20366.594,0.11417323,0.0,6.0,16.3071,150.14288,11.63,0.0,2453589,No holiday,0.0,10.078100000000006,10.619994999999989,0,1,0
2021-08-19,55.0,79.33925,83.34069,49056.49,38359.445,0.2874016,0.0,11.0,15.959705,228.67389,16.61,0.0,2447093,No holiday,0.0,10.39491000000001,12.510003999999995,0,1,0
2021-08-20,53.0,76.0955,82.063545,48909.457,6943.282,0.070866145,0.0,8.0,6.843904,314.8788,9.51,0.0,2460175,No holiday,0.0,10.119005999999999,8.280005000000003,0,1,0
2021-08-21,53.0,76.1255,82.84095,48761.145,18777.254,0.047244094,0.0,7.0,9.71229,109.675896,12.66,1.0,1707241,No holiday,0.0,7.414864999999992,9.089995000000002,0,1,0
2021-08-22,65.0,73.2755,78.44103,48611.668,0.0,2.704724,0.0,22.0,13.015034,286.8817,1.96,1.0,748331,No holiday,0.0,5.2115459999999985,2.25,0,1,0
2021-08-23,65.0,76.10674,80.22173,48461.15,35662.977,1.3267715,0.0,18.0,17.925335,233.04814,15.06,0.0,2059713,No holiday,0.0,16.334676,12.060005000000004,0,1,0
2021-08-24,1.0,78.57424,84.03466,48309.703,43534.11,0.0,0.0,0.0,8.84959,294.57825,23.42,0.0,2468850,No holiday,0.0,15.701710000000006,16.290000000000006,1,0,0
2021-08-25,3.0,78.65301,85.164185,48157.44,43533.88,0.0,0.0,0.0,6.1872363,262.61404,21.52,0.0,2504168,No holiday,0.0,22.997569999999996,20.07001000000001,1,0,0
2021-08-26,51.0,80.096756,88.07645,48004.47,43447.625,0.003937008,0.0,1.0,10.076437,225.94472,21.46,0.0,2486345,No holiday,0.0,20.131690000000006,16.74000000000001,0,1,0
2021-08-27,53.0,80.918,89.78771,47850.9,43292.195,0.062992126,0.0,2.0,6.1872363,306.46933,20.38,0.0,2392245,No holiday,0.0,18.45134999999999,16.019999999999996,0,1,0
2021-08-28,53.0,72.81799,75.16639,47696.84,15328.118,0.12992126,0.0,16.0,15.423948,64.61792,9.68,1.0,1652867,No holiday,0.0,18.12912,10.529996000000011,0,1,0
2021-08-29,53.0,71.302986,75.46955,47542.39,2234.5205,0.07874015,0.0,7.0,8.605911,90.72337,8.29,1.0,1392327,No holiday,0.0,12.837139999999991,9.53999499999999,0,1,0
2021-08-30,63.0,76.283,82.8846,47387.656,32895.367,0.20472442,0.0,7.0,10.026651,234.68864,13.79,0.0,2325858,No holiday,0.0,12.562095999999997,12.689999999999998,0,1,0
2021-08-31,3.0,76.147995,80.84748,47232.734,32470.68,0.0,0.0,0.0,10.444659,300.98535,17.91,0.0,2538734,No holiday,0.0,12.414140000000003,13.679999999999993,1,0,0
2021-09-01,65.0,70.01299,72.304085,47077.73,0.0,4.6062994,0.0,19.0,28.056297,37.814156,3.67,0.0,2304116,No holiday,0.0,20.010470000000005,8.459999999999994,0,1,0
2021-09-02,65.0,66.70175,63.058895,46922.742,43175.47,0.6653543,0.0,4.0,26.030067,342.11856,22.82,0.0,1668429,No holiday,0.0,18.355273000000004,16.650000000000006,0,1,0
2021-09-03,3.0,64.710495,63.148235,46767.863,37544.145,0.0,0.0,0.0,9.50396,321.50604,16.91,0.0,2393426,No holiday,0.0,13.759246999999995,13.860002000000009,1,0,0
2021-09-04,3.0,67.25675,68.0409,46613.19,42711.58,0.0,0.0,0.0,9.852963,275.79578,21.16,1.0,1767746,No holiday,0.0,20.200426,18.36,1,0,0
2021-09-05,53.0,69.51801,71.83538,46458.43,20807.688,0.047244087,0.0,7.0,9.619101,204.71622,9.8,1.0,1407692,No holiday,0.0,16.067724000000005,13.68,0,1,0
2021-09-06,3.0,72.281746,74.2737,46302.61,42795.66,0.0,0.0,0.0,12.545163,273.1396,20.52,0.0,1523848,Labor Day,1.0,12.26966999999999,15.39,1,0,0
2021-09-07,1.0,69.390495,70.547,46145.77,42698.45,0.0,0.0,0.0,8.2769,256.66718,22.14,0.0,2406319,No holiday,0.0,18.544593999999996,19.080000000000005,1,0,0
2021-09-08,55.0,73.774254,75.14208,45988.02,42027.29,0.062992126,0.0,6.0,16.36683,187.35228,16.79,0.0,2536291,No holiday,0.0,12.501955999999993,12.149999999999991,0,1,0
2021-09-09,63.0,69.664246,74.192024,45829.453,391.8217,0.7244094,0.0,14.0,11.478665,276.30444,4.32,0.0,2706871,No holiday,0.0,8.120199999999997,4.050004999999999,0,1,0
2021-09-10,3.0,66.765495,64.03962,45670.18,42401.3,0.0,0.0,0.0,15.724376,315.59784,21.68,0.0,2902653,No holiday,0.0,9.612479999999998,12.509999999999991,1,0,0
2021-09-11,3.0,66.57799,65.762856,45510.305,42300.78,0.0,0.0,0.0,10.282903,241.36385,19.94,1.0,1971758,No holiday,0.0,19.491315,20.61,1,0,0
2021-09-12,2.0,73.57925,73.45876,45349.926,42161.65,0.0,0.0,0.0,15.660598,233.59108,19.35,1.0,1580075,No holiday,0.0,20.003255000000003,18.990004,1,0,0
2021-09-13,53.0,76.64299,79.43423,45189.133,37534.906,0.06692913,0.0,3.0,13.236161,278.5086,17.23,0.0,2852954,No holiday,0.0,15.858149999999995,13.5,0,1,0
2021-09-14,3.0,71.59175,75.016335,45028.035,41717.734,0.0,0.0,0.0,11.711715,136.70528,18.65,0.0,3012874,No holiday,0.0,11.264570000000006,11.609994999999998,1,0,0
2021-09-15,53.0,76.45175,80.2385,44866.73,41682.72,0.031496063,0.0,3.0,14.323789,194.11198,17.37,0.0,2990419,No holiday,0.0,14.726275999999999,16.560005000000004,0,1,0
2021-09-16,55.0,70.556755,72.84553,44705.305,18792.219,0.15748031,0.0,10.0,13.015034,38.354286,11.57,0.0,2541321,Yom Kippur,1.0,6.990212,8.549999999999997,0,1,0
2021-09-17,51.0,71.00675,73.829025,44543.86,14618.902,0.062992126,0.0,11.0,12.752862,53.063168,9.12,0.0,3027459,No holiday,0.0,7.952780000000004,6.390000000000001,0,1,0
2021-09-18,51.0,73.45925,77.47634,44382.49,41065.52,0.015748031,0.0,4.0,9.637291,346.48602,14.16,1.0,2002184,No holiday,0.0,14.653293999999988,14.490000000000009,0,1,0
2021-09-19,2.0,68.243004,67.49373,44221.293,41039.84,0.0,0.0,0.0,11.671053,2.2639256,20.29,1.0,1586635,No holiday,0.0,11.666106,12.060005000000004,1,0,0
2021-09-20,51.0,65.69675,66.32012,44060.355,40878.97,0.011811024,0.0,3.0,10.65573,116.41098,16.06,0.0,2884374,No holiday,0.0,13.587184,13.680000000000007,0,1,0
2021-09-21,61.0,68.39675,69.80475,43899.777,38024.17,0.06692913,0.0,2.0,9.93641,109.25827,13.9,0.0,3021008,No holiday,0.0,10.678236999999996,11.25,0,1,0
2021-09-22,61.0,72.728004,75.59684,43739.652,28158.447,0.12992124,0.0,11.0,18.675936,154.70416,13.32,0.0,3024000,No holiday,0.0,7.340589999999992,9.720003999999989,0,1,0
2021-09-23,63.0,73.03925,72.991234,43580.074,32525.979,0.91338587,0.0,15.0,25.41236,155.96083,13.76,0.0,3018405,No holiday,0.0,11.670360000000002,15.570000000000007,0,1,0
2021-09-24,63.0,65.280495,64.605965,43421.133,37380.887,0.8425197,0.0,8.0,9.637291,278.021,19.06,0.0,3119549,No holiday,0.0,11.664808,13.679999999999993,0,1,0
2021-09-25,3.0,64.946754,65.743034,43262.535,39049.207,0.0,0.0,0.0,4.787389,324.975,19.23,1.0,2114862,No holiday,0.0,19.529345000000006,15.75,1,0,0
2021-09-26,2.0,64.51925,60.614223,43103.242,39647.637,0.0,0.0,0.0,15.107619,293.50082,18.16,1.0,1604342,No holiday,0.0,8.689203999999997,10.530000000000001,1,0,0
2021-09-27,3.0,67.924255,64.04112,42943.29,39104.902,0.0,0.0,0.0,15.838529,233.5151,18.18,0.0,2874501,No holiday,0.0,19.959399999999995,20.339996999999997,1,0,0
2021-09-28,63.0,66.91924,66.368195,42782.785,21283.092,0.60236216,0.0,10.0,13.015034,269.8531,8.9,0.0,2931889,No holiday,0.0,19.600631999999997,13.14,0,1,0
2021-09-29,51.0,60.05675,55.714096,42621.836,38045.277,0.003937008,0.0,1.0,13.818795,330.1337,15.79,0.0,3066718,No holiday,0.0,15.28192,15.57,0,1,0
2021-09-30,3.0,59.490505,55.761127,42460.543,27694.19,0.0,0.0,0.0,12.881702,330.82782,13.26,0.0,3148827,No holiday,0.0,9.149660000000004,11.609999999999992,1,0,0
2021-10-01,1.0,57.52925,54.548996,42299.016,38583.97,0.0,0.0,0.0,7.8038926,302.314,18.35,0.0,3161417,No holiday,0.0,17.211180999999996,17.639994999999992,1,0,0
2021-10-02,3.0,61.972992,60.00522,42137.35,38456.473,0.0,0.0,0.0,10.970426,252.47018,17.59,1.0,2054871,No holiday,0.0,23.047251999999993,23.579989999999995,1,0,0
2021-10-03,3.0,66.47675,67.49104,41975.66,38300.715,0.0,0.0,0.0,8.43263,217.91994,16.47,1.0,1570290,No holiday,0.0,23.628224000000003,23.490000000000002,1,0,0
2021-10-04,63.0,66.45049,68.794136,41814.043,5182.631,0.8976378,0.0,16.0,11.956968,54.081863,5.07,0.0,2874095,No holiday,0.0,11.963893999999996,8.460003,0,1,0
2021-10-05,3.0,62.599243,62.50649,41652.613,8276.92,0.0,0.0,0.0,9.845341,43.5437,7.04,0.0,3102386,No holiday,0.0,10.206090000000003,8.64,1,0,0
2021-10-06,3.0,64.06925,66.138466,41491.473,7146.7114,0.0,0.0,0.0,4.2737823,29.161892,7.06,0.0,3153175,No holiday,0.0,9.280263000000005,7.740004000000006,1,0,0
2021-10-07,51.0,65.35925,67.94287,41330.73,32618.654,0.015748031,0.0,4.0,6.843904,205.65923,10.23,0.0,3202036,No holiday,0.0,12.816733999999997,11.699996999999996,0,1,0
